Common Name	PubChem CID	PubChem AID	SMILES String	ChemDraw File Name	Molecular Weight	Kd	Kd STD	Unit	Protein	DOI
	155518319	1541790	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC(=C(C=C2)F)F)O	155518319	305.27	>1800	0	μM	Galectin-4	https://doi.org/10.1021/acsmedchemlett.9b00396
	155537069	1541790	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC=C(C=C2)OC)O	155537069	299.32	>1300	0	μM	Galectin-4	https://doi.org/10.1021/acsmedchemlett.9b00396
	155538998	1541790	CC1=CC(=CC=C1)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O	155538998	283.32	>1000	0	μM	Galectin-4	https://doi.org/10.1021/acsmedchemlett.9b00396
	7568545	1541790	CO[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)CO)O)O)O	7568545	194.18	>11000	0	μM	Galectin-4	https://doi.org/10.1021/acsmedchemlett.9b00396
	155563008	1541790	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC(=CC=C2)Cl)O	155563008	303.74	>1400	0	μM	Galectin-4	https://doi.org/10.1021/acsmedchemlett.9b00396
	155527079	1576036	C1=CC(=CC=C1C2=NC(=NC(=C2)CO[C@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)SC4=CC(=C(C=C4)Cl)Cl)CO)O)N)Cl	155527079	558.9	>380	0	μM	Galectin-4	https://doi.org/10.1039/C9MD00183B
	119138	1628956	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	>980	0	μM	Galectin-4	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666730	1628956	C1=CC=C2C(=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=CC=CC=C6OC5=O)O)CO)O	71666730	674.7	>210	0	μM	Galectin-4	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666586	1628956	COC1=CC2=C(C=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=C(C=C6)OC)OC5=O)O)CO)O	71666586	734.7	>500	0	μM	Galectin-4	https://doi.org/10.1021/acs.jmedchem.6b00957
	119138	412884	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	>160	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	25179521	412884	C1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC=CC=C4)O)CO)O	25179521	566.6	22	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	25147695	412884	COC1=CC=CC(=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC(=CC=C4)OC)O)CO)O	25147695	626.6	22	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	25179327	412884	CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)OC(=O)C4=CC=C(C=C4)C)O)CO)O	25179327	594.6	>190	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	25147708	412884	C1=CC=C2C(=C1)C=CC=C2C(=O)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OC(=O)C5=CC=CC6=CC=CC=C65)O)CO)O	25147708	666.7	24	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	25179518	412884	C1=CC=C2C=C(C=CC2=C1)C(=O)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	25179518	666.7	48	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	11592187	412884	C1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC=CC=C4)O)CO)O	11592187	564.6	4.3	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	11534637	412884	COC1=CC=CC(=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC(=CC=C4)OC)O)CO)O	11534637	624.7	2.1	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	44588155	412884	C1=CC=C2C=C(C=CC2=C1)C(=O)N[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)NC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	44588155	664.7	1.7	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	44588156	412884	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC=CC4=CC=CC=C43)O)O	44588156	550.6	7.6	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	44588157	412884	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)OC(=O)C3=CC=CC4=CC=CC=C43	44588157	510.5	54	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	439271	412884	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	439271	383.35	>550	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	6134	412884	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	6134	342.3	>110	0	μM	Galectin-7	https://doi.org/10.1021/jm801077j
	119138	513982	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	>160	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	94214	513982	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>4800	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	10992961	513982	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	10992961	397.37	>5500	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11675582	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	>2100	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11581280	513982	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11581280	360.43	>1100	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52941210	513982	C1=CC=C(C=C1)CNC(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C(=O)NCC6=CC=CC=C6)O)CO)O	52941210	726.8	8.3	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52941211	513982	COCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCCOC)O)CO)O	52941211	662.7	4.7	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52941275	513982	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC4=CC=CC=C4C=C3)O)O	52941275	550.6	100	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11588522	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3(CCCCC3)O)O	11588522	359.4	>5000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11696321	513982	COC1=CC=CC(=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11696321	367.4	>2800	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11522330	513982	CCCC1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11522330	303.38	>2200	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11584252	513982	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NC)O)O	11584252	505.5	>130	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52942790	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C(=C(N=N2)C(=O)N)N)O	513981 (1)	319.34	>2700	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52942811	513982	COC1=CC(=CC(=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC(=CC(=C4)OC)OC)O)CO)O)OC	52942811	684.7	2.8	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52943610	513982	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCCCC)O)CO)O	52943610	658.7	5.4	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11675040	513982	COC1=CC=C(C=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11675040	367.4	>2000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52943977	513982	C=CCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC=C)O)CO)O	52943977	626.6	3.4	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11608610	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=CN=N2)O	11608610	261.3	>2400	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52944831	513982	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NCC4=CC=CC=C4)O)O	52944831	581.6	74	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11517290	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCCN3CCOCC3)O	11517290	417.5	>5000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52946042	513982	CC(CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC(C)O)O)CO)O)O	52946042	662.7	5	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52947047	513982	CNC(=O)C1=C(N(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O)C(=O)NC	52947047	375.4	>5000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52947288	513982	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NC4=CC=CC5=CC=CC=C54)O)O	52947288	617.6	83	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11541495	513982	CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NC)O)CO)O	11541495	574.6	8	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11652651	513982	COC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11652651	319.34	>5000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11544911	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC=C3F)O	11544911	355.4	>2000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11617978	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC4=CC=CC=C43)O	11617978	387.5	>810	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11588587	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCCCO)O	11588587	362.4	>1500	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52948506	513982	C1=CC=C(C=C1)CCNC(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C(=O)NCCC6=CC=CC=C6)O)CO)O	52948506	754.8	2	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	52948508	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)CO)O	52948508	291.33	>2500	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11493782	513982	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC=C3)O	11493782	337.4	>1700	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	11502545	513982	CC1=CC=C(C=C1)S(=O)(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11502545	415.5	>2000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmc.2010.05.040
	24776276	1181396	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	24776276	327.4	>2000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	94214	1181396	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>4800	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	76935	1181396	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	76935	194.18	>11000	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	121942	1181396	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	121942	356.32	>110	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	11675582	1181396	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	>2100	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707319	1181396	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4O)OC)CO)O	118707319	505.5	>1700	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707320	1181396	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4OC(=O)C)OC)CO)O	118707320	547.6	>180	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707321	1181396	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC\2=CC3=CC=CC=C3O/C2=N\S(=O)(=O)C4=CC=CC=C4)O	118707321	491.5	>1100	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707322	1181396	CC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC)CO)O)OCC\2=CC3=CC=CC=C3O/C2=N\S(=O)(=O)C4=CC=CC=C4	118707322	533.5	>230	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707323	1181396	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC3=CC=CC=C3OC2=O)O	118707323	352.3	>850	0	μM	Galectin-7	https://doi.org/10.1016/j.bmcl.2014.05.063
	94214	1541791	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	4800	0	μM	Galectin-7	https://doi.org/10.1021/acsmedchemlett.9b00396
	155513255	1541791	COC1=CC=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155513255	446.3	13	0	μM	Galectin-7	https://doi.org/10.1021/acsmedchemlett.9b00396
	155518666	1541791	CC1=C(C=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O)C	155518666	444.4	94	0	μM	Galectin-7	https://doi.org/10.1021/acsmedchemlett.9b00396
	155530852	1541791	C1=CC(=CC(=C1)Cl)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155530852	450.8	17	0	μM	Galectin-7	https://doi.org/10.1021/acsmedchemlett.9b00396
	155537069	1541791	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC=C(C=C2)OC)O	155537069	299.32	1500	0	μM	Galectin-7	https://doi.org/10.1021/acsmedchemlett.9b00396
	155554696	1541791	COC1=CC=CC(=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155554696	446.3	36	0	μM	Galectin-7	https://doi.org/10.1021/acsmedchemlett.9b00396
	155563008	1541791	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC(=CC=C2)Cl)O	155563008	303.74	2000	0	μM	Galectin-7	https://doi.org/10.1021/acsmedchemlett.9b00396
	119138	1628969	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	160	0	μM	Galectin-7	https://doi.org/10.1021/acs.jmedchem.6b00957
	119138	513983	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	61	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	94214	513983	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>5300	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	10992961	513983	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	10992961	397.37	>1000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11675582	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11581280	513983	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11581280	360.43	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52941210	513983	C1=CC=C(C=C1)CNC(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C(=O)NCC6=CC=CC=C6)O)CO)O	52941210	726.8	47	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52941211	513983	COCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCCOC)O)CO)O	52941211	662.7	90	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52941275	513983	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC4=CC=CC=C4C=C3)O)O	52941275	550.6	100	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11588522	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3(CCCCC3)O)O	11588522	359.4	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11696321	513983	COC1=CC=CC(=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11696321	367.4	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11522330	513983	CCCC1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11522330	303.38	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11716704	513983	CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11716704	318.35	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11584252	513983	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NC)O)O	11584252	505.5	>2000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52942790	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C(=C(N=N2)C(=O)N)N)O	52942790	319.34	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52942811	513983	COC1=CC(=CC(=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC(=CC(=C4)OC)OC)O)CO)O)OC	52942811	684.7	100	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52943610	513983	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCCCC)O)CO)O	52943610	658.7	58	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52943977	513983	C=CCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC=C)O)CO)O	52943977	626.6	66	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11631444	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CN=CC=C3)O	11631444	338.38	>670	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11608610	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=CN=N2)O	11608610	261.3	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52944831	513983	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NCC4=CC=CC=C4)O)O	52944831	581.6	>2000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11517290	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCCN3CCOCC3)O	11517290	417.5	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52946042	513983	CC(CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC(C)O)O)CO)O)O	52946042	662.7	58	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	52947288	513983	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NC4=CC=CC5=CC=CC=C54)O)O	52947288	617.6	>2000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11541495	513983	CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NC)O)CO)O	11541495	574.6	81	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11652651	513983	COC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11652651	319.34	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11544911	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC=C3F)O	11544911	355.4	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
	11617978	513983	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC4=CC=CC=C43)O	11617978	387.5	>5000	0	μM	Galectin-8	https://doi.org/10.1016/j.bmc.2010.05.040
