Common Name	PubChem CID	PubChem AID	SMILES String	ChemDraw File Name	Molecular Weight	Kd	Kd STD	Unit	Protein	DOI
	44561021	343834	CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@H]2OC(=O)C)OC)CO)O	44561021	354.4	>550	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	49797472	343834	CCN(CC)CC.CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@H]2OS(=O)(=O)O)OC)CO)O	49797472	493.6	>250	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	49797473	343834	CCN(CC)CC.CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@H]2O[P+](=O)O)OC)CO)O	49797473	476.5	>2300	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	49797475	343834	CCN(CC)CC.CC1=CC=C(C=C1)COP(=O)(O)O[C@H]2[C@H]([C@H]([C@H](O[C@H]2OC)CO)O)OC(=O)C3=CC=C(C=C3)C	49797475	597.6	>2500	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	49797477	343834	CCN(CC)CC.CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@H]2OP(=O)(O)OC)OC)CO)O	49797477	507.5	>600	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	94214	343834	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>4400	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	7568471	343834	CO[C@H]1[C@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	7568471	194.18	>10000	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	44561585	343834	CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@H]2O)OC)CO)O	44561585	312.31	>1400	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	44561586	343834	CC1=CC=C(C=C1)C(=O)O[C@H]2[C@H]([C@H](O[C@H]([C@H]2OC(=O)C3=CC=C(C=C3)C)OC)CO)O	44561586	430.4	>700	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2008.05.066
	44409180	362216	C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O	44409180	516.5	>313	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2008.06.044
	94214	362216	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	4400	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2008.06.044
	121942	362216	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	121942	356.32	220	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2008.06.044
	10992961	362216	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	10992961	397.37	67	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2008.06.044
	11261867	362216	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC4=CC=CC=C4C=C3C(=O)O)O)O	11261867	594.6	0.3	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2008.06.044
	44586822	362216	C1=CC(=CC=C1C(=O)N[C@@H]2[C@@H]([C@@H](O[C@@H]([C@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-])O)CO)O)[N+](=O)[O-]	44586822	654.6	0.033	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2008.06.044
	11675582	362216	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	>110	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2008.06.044
	122181353	1233030	C1=C(N=NN1CCOCCOCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)O	122181353	879.8	0.5	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2015.04.044
	58805972	1257906	CO[C@H]1C([C@H]([C@H](C(O1)CO)O)O)O	58805972	194.18	>4400	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	84973162	1257906	CC(=O)NC1[C@H]([C@@H](C(O[C@H]1OC)CO)O[C@H]2C([C@H]([C@H](C(O2)CO)O)O)O)O	84973162	397.37	59	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	84973163	1257906	CCCNC(=O)C1=CN(N=N1)[C@H]2[C@H](C(O[C@H](C2O)O[C@@H]3CCCC(C3O)N4C=C(N=N4)C(=O)NCCC)CO)O	84973163	566.6	0.43	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	68014110	1257906	C1C[C@H](C(C(C1)N2C=C(N=N2)C3=CC=CC=C3F)O)S[C@H]4C([C@H]([C@H](C(O4)CO)O)N5C=C(N=N5)C6=CC=CC=C6F)O	68014110	600.6	0.23	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	68014107	1257906	C1C[C@H](C(C(C1)N2C=C(N=N2)C3=CC(=CC=C3)F)O)S[C@H]4C([C@H]([C@H](C(O4)CO)O)N5C=C(N=N5)C6=CC(=CC=C6)F)O	68014107	600.6	0.15	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	68014112	1257906	C1C[C@H](C(C(C1)N2C=C(N=N2)C3=CC=C(C=C3)F)O)S[C@H]4C([C@H]([C@H](C(O4)CO)O)N5C=C(N=N5)C6=CC=C(C=C6)F)O	68014112	600.6	0.21	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	68014109	1257906	C1C[C@H](C(C(C1)N2C=C(N=N2)C3=CSC=C3)O)S[C@H]4C([C@H]([C@H](C(O4)CO)O)N5C=C(N=N5)C6=CSC=C6)O	68014109	576.7	0.55	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	84973164	1257906	CCCNC(=O)C1=CN(N=N1)[C@H]2[C@H](C(O[C@H](C2O)S[C@@H]3CCCC(C3O)N4C=C(N=N4)C(=O)NCCC)CO)O	84973164	582.7	0.19	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	84973165	1257906	C1C[C@H](C(C(C1)NC(=O)C2=CC=C(C=C2)Cl)O)S[C@H]3C([C@H]([C@H](C(O3)CO)O)NC(=O)C4=CC=C(C=C4)Cl)O	84973165	585.5	1.4	0	μM	Galectin-3	https://pubmed.ncbi.nlm.nih.gov/11921396/ (doi not found)
	137631879	1472914	C1=C(C=C(C=C1F)F)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=CC(=C6)F)F)O)CO)O	137631879	716.7	0.001	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137632583	1472914	C1=CC(=CC=C1C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC=C(C=C6)F)O)CO)O)F	137632583	680.7	0.0027	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137636038	1472914	C1=CC(=C(C2=C1OC(=O)C(=C2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=C(C(=C6)F)F)F)O)CO)O)F)F	137636038	765.7	0.004	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137644984	1472914	C1=CC(=CC(=C1)F)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=CC=C6)F)O)CO)O	137644984	680.7	0.0023	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137645903	1472914	C1=CC(=CC(=C1)F)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=CC(=C6F)F)OC5=O)O)CO)O	137645903	729.7	0.027	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137650490	1472914	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SS[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C5=CC(=C(C(=C5)F)F)F)O)CO)O	137650490	721.7	0.015	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137651606	1472914	C1=CC=C(C(=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)CO)O)F	137651606	535.6	2.14	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137656955	1472914	C1=C(C=C(C(=C1F)F)F)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=C(C(=C6)F)F)F)O)CO)O	137656955	752.7	0.001	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137657709	1472914	C1=CC(=C(C=C1C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=C(C=C6)F)F)O)CO)O)F)F	137657709	716.7	0.001	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137639120	1472920	C1=CC2=C(C=C1C(=O)NCC3=CN(N=N3)[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)SS[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)N6C=C(N=N6)C7=CC(=C(C(=C7)F)F)F)O)CO)O)C(=O)OC28C9=C(C=C(C=C9)O)OC1=C8C=CC(=C1)O	137639120	1009.9	0.0087	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	137642445	1472920	C1=CC(=CC(=C1)F)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SS[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)CNC(=O)C6=CC7=C(C=C6)C8(C9=C(C=C(C=C9)O)OC1=C8C=CC(=C1)O)OC7=O)O)CO)O	137642445	974	0.028	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.7b01626
	94214	1541788	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	4100	0	μM	Galectin-3	https://doi.org/10.1021/acsmedchemlett.9b00396
	155513255	1541788	COC1=CC=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155513255	446.3	79	0	μM	Galectin-3	https://doi.org/10.1021/acsmedchemlett.9b00396
	155518666	1541788	CC1=C(C=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O)C	155518666	444.4	170	0	μM	Galectin-3	https://doi.org/10.1021/acsmedchemlett.9b00396
	155530852	1541788	C1=CC(=CC(=C1)Cl)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155530852	450.8	81	0	μM	Galectin-3	https://doi.org/10.1021/acsmedchemlett.9b00396
	155554696	1541788	COC1=CC=CC(=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155554696	446.3	79	0	μM	Galectin-3	https://doi.org/10.1021/acsmedchemlett.9b00396
	155510726	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC(=CC=C3)F)O	155510726	395.4	>230	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155512351	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=CC(=C3)C4=CC=CC=C4)O	155512351	453.5	>280	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155515859	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=CC=C3F)O	155515859	395.4	>260	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155520645	1576032	CC1=CC(=CC=C1)C2=NC(=NC(=C2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)OC)CO)O)N	155520645	391.4	>200	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155523170	1576032	CC1=CC=C(C=C1)C2=NC(=NC(=C2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)OC)CO)O)N	155523170	391.4	>270	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155523559	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=C(C=C3)F)O	155523559	395.4	>320	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155527079	1576032	C1=CC(=CC=C1C2=NC(=NC(=C2)CO[C@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)SC4=CC(=C(C=C4)Cl)Cl)CO)O)N)Cl	155527079	558.9	1.7	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155538005	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=C(C=C3)Br)O	155538005	456.3	>310	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155538081	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=C(C=C3)C4=CC=CC=C4)O	155538081	453.5	>191	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155539183	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC4=CC=CC=C4C=C3)O	155539183	427.4	83	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155551949	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=C(C=C3)Cl)O	155551949	411.8	>260	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155557796	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=CC4=CC=CC=C43)O	155557796	427.4	>340	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155560737	1576032	CC(C)(C)C1=CC=C(C=C1)C2=NC(=NC(=C2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)OC)CO)O)N	155560737	433.5	>300	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155565083	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC(=CC=C3)Cl)O	155565083	411.8	>190	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155566207	1576032	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=CC=C3)O	155566207	377.4	>260	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155539183	1576034	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC4=CC=CC=C4C=C3)O	155539183	427.4	>1000	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155551949	1576034	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=C(C=C3)Cl)O	155551949	411.8	>1200	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	155566207	1576034	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC(=NC(=N2)N)C3=CC=CC=C3)O	155566207	377.4	>1200	0	μM	Galectin-3	https://doi.org/10.1039/C9MD00183B
	44588155	1628954	C1=CC=C2C=C(C=CC2=C1)C(=O)N[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)NC(=O)C5=CC6=CC=CC=C6C=C5)O)CO)O	44588155	664.7	0.16	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666730	1628954	C1=CC=C2C(=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=CC=CC=C6OC5=O)O)CO)O	71666730	674.7	0.091	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666586	1628954	COC1=CC2=C(C=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=C(C=C6)OC)OC5=O)O)CO)O	71666586	734.7	0.19	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.6b00957
	117690143	1628954	C1=CC2=C(C=C1Cl)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=CC(=C6)Cl)OC5=O)O)CO)O	117690143	743.6	1.4	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666730	1628962	C1=CC=C2C(=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=CC=CC=C6OC5=O)O)CO)O	71666730	674.7	3	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666730	1628964	C1=CC=C2C(=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=CC=CC=C6OC5=O)O)CO)O	71666730	674.7	110	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666730	1628966	C1=CC=C2C(=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=CC=CC=C6OC5=O)O)CO)O	71666730	674.7	0.27	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.6b00957
	119138	1628968	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	49	0	μM	Galectin-3	https://doi.org/10.1021/acs.jmedchem.6b00957
	53316935	567909	C1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	53316935	526.7	1.43	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2010.12.049
	53324865	567909	C(CCCCCCS)CCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	53324865	542.7	1.06	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2010.12.049
	52918117	567909	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OCCCCCCCCCCCCS)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O	52918117	583.7	2.2	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2010.12.049
	6134	1179553	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	6134	342.3	>230	0	μM	Galectin-3	https://pubs.acs.org/doi/10.1021/jm500325k
	118714730	1179553	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=CC=CC=C3)O)O	118714730	486.5	18.2	0	μM	Galectin-3	https://pubs.acs.org/doi/10.1021/jm500325k
	118714731	1179553	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)NC(=O)C3=C(C(=C(C(=C3F)F)OC)F)F)O)O	118714731	588.5	3.3	0	μM	Galectin-3	https://pubs.acs.org/doi/10.1021/jm500325k
	24776276	1181395	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	24776276	327.4	>220	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	94214	1181395	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>4400	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	76935	1181395	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	76935	194.18	>2700	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	121942	1181395	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	121942	356.32	>220	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	11675582	1181395	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	>150	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707317	1181395	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O	118707317	491.5	>10000	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707318	1181395	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)O	118707318	653.7	>130	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707319	1181395	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4O)OC)CO)O	118707319	505.5	>120	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707320	1181395	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4OC(=O)C)OC)CO)O	118707320	547.6	97	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707321	1181395	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC\2=CC3=CC=CC=C3O/C2=N\S(=O)(=O)C4=CC=CC=C4)O	118707321	491.5	81	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707322	1181395	CC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC)CO)O)OCC\2=CC3=CC=CC=C3O/C2=N\S(=O)(=O)C4=CC=CC=C4	118707322	533.5	>130	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707323	1181395	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC3=CC=CC=C3OC2=O)O	118707323	352.3	78	0	μM	Galectin-3	https://doi.org/10.1016/j.bmcl.2014.05.063
	6134	1233029	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	6134	342.3	92.6	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2015.04.044
	122181347	1233029	C[C@H]([C@@H](C(=O)O)N1C=C(N=N1)CO[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)OC)CO)O)O	122181347	377.35	88.2	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2015.04.044
	122181348	1233029	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CN(N=N2)[C@@H](CC3=CC=CC=C3)C(=O)O)O	122181348	423.4	7.96	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2015.04.044
	122181349	1233029	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CN(N=N2)[C@@H](CC3=CC4=CC=CC=C4N3)C(=O)O)O	122181349	462.5	28.1	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2015.04.044
	122181350	1233029	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CN(N=N2)[C@@H](CCCCN)C(=O)O)O	122181350	404.42	4.56	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2015.04.044
	122181351	1233029	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CN(N=N2)[C@@H](CC(=O)O)C(=O)O)O	122181351	391.33	11.1	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2015.04.044
	122181352	1233029	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CN(N=N2)[C@@H](CC3=CC=C(C=C3)O)C(=O)O)O	122181352	439.4	19.9	0	μM	Galectin-3	https://doi.org/10.1016/j.bmc.2015.04.044
